probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
264916_at	0	mle	1	26.09150327	0.094471629	15.11022972	2.644438533	0.74525349	0.694304188	0.075485255	0.001072855
254110_at	0	burg	1	22.81142857	0.365492829	11.52253374	3.109415875	0.745168508	0.694202209	0.297653107	0.001074646
262127_at	1	default	1	24	0.051455054	23.97817635	0.005713417	0.745064869	0.694077842	0.043528025	0.001076833
261265_at	0	mle	1	23.07514451	0.782909013	9.18526613	-2.501077693	0.745060752	0.694072902	0.556040788	0.00107692
265122_at	1	default	1	24	0.357420911	20.89070639	0.814011164	0.744998949	0.693998738	0.347031647	0.001078226
249411_at	1	yule-walker	1	22.42696629	0.226171502	1.113652187	-0.312003102	0.744857684	0.693829221	0.190604913	0.001081216
260360_at	0	burg	1	20.90052356	0.228541622	11.14863425	2.931645587	0.744872155	0.693846586	0.175396871	0.001080909
260055_at	0	mle	1	22.17777778	0.087092489	13.92552079	2.337946586	0.744838549	0.693806259	0.072016918	0.001081622
246371_at	0	mle	1	22.81142857	0.854517398	11.51207664	3.112296182	0.744802236	0.693762683	0.568277646	0.001082391
251323_at	0	burg	1	22.81142857	0.428237255	8.725991402	-2.403489146	0.744769164	0.693722997	0.32997865	0.001083093
248870_at	1	yule-walker	1	21.46236559	0.491695086	12.9759147	2.484439255	0.744647515	0.693577019	0.385091751	0.001085677
264123_at	1	mle	1	22.17777778	0.176723912	11.52370679	3.018404413	0.744622781	0.693547337	0.137923654	0.001086202
262432_at	0	mle	1	22.30167598	0.290382795	0.915153244	-0.257831628	0.744682802	0.693619362	0.221490839	0.001084927
254778_at	0	burg	1	22.94252874	0.490793149	13.28315088	2.64537801	0.74451825	0.6934219	0.392827094	0.001088427
245460_at	1	yule-walker	1	22.68181818	0.13938167	4.341061698	-1.202535655	0.744353297	0.693223956	0.121231665	0.001091946
254227_at	1	mle	1	22.42696629	0.169167252	1.089819767	-0.305326162	0.74423363	0.693080356	0.154483311	0.001094504
247545_at	0	burg	1	21.81420765	0.108001508	13.20961468	2.478396326	0.74411087	0.692933044	0.085757447	0.001097133
265107_s_at	0	burg	1	23.62130178	0.125097884	12.73123731	2.896719822	0.744031217	0.692837461	0.100259599	0.001098841
249862_at	0	mle	1	23.34502924	0.928925002	9.567855888	-2.575135414	0.74395712	0.692748544	0.585434621	0.001100433
259441_at	0	mle	1	21.93406593	0.251241152	11.5132838	2.985114816	0.743894697	0.692673636	0.194349486	0.001101775
250765_at	0	burg	1	24.95	0.090218528	5.302904253	-1.335436076	0.743750573	0.692500688	0.071702386	0.001104878
258797_at	0	mle	1	22.05524862	0.159400225	9.981754841	-2.843641277	0.74373193	0.692478316	0.139257755	0.00110528
260446_at	0	mle	1	25.42675159	0.175917594	11.41618415	-2.82104461	0.743669286	0.692403143	0.150686618	0.001106632
251321_at	1	yule-walker	1	22.05524862	0.307745981	9.107563708	-2.594598295	0.743510738	0.692212886	0.23464063	0.001110059
248085_at	0	mle	1	23.20930233	0.180024998	20.8567933	0.636867491	0.743456587	0.692147904	0.152227164	0.001111231
250856_at	1	default	1	24	0.300141158	12.01248287	3.138324645	0.743398472	0.692078166	0.234116575	0.00111249
254283_s_at	0	burg	1	24.79503106	1.389413281	21.96723082	0.716578772	0.743187833	0.691825399	1.009485369	0.001117064
245984_at	0	mle	1	24.34146341	0.274802829	3.221506341	-0.831557288	0.742978999	0.691574799	0.225989406	0.001121613
264605_at	0	default	1	24	0.31144423	21.09728969	0.759927782	0.742924628	0.691509554	0.239988434	0.0011228
249035_at	0	burg	1	23.20930233	0.38534857	3.296313254	-0.892372666	0.742885676	0.691462811	0.340082585	0.001123651
258040_at	0	burg	1	23.20930233	0.215462462	21.8889878	0.357433442	0.742848673	0.691418407	0.175534114	0.00112446
262491_at	1	yule-walker	1	25.75483871	0.304053124	11.32605595	-2.763119938	0.742780024	0.691336029	0.234762069	0.001125961
264583_at	0	burg	1	22.94252874	0.268804041	0.246856303	-0.067605621	0.74251193	0.691014317	0.219492047	0.001131841
256619_at	0	mle	1	22.68181818	3.199222159	21.00071944	0.465688194	0.742390887	0.690869064	0.936549114	0.001134504
250529_at	0	burg	1	23.20930233	0.317354094	13.61580618	2.597135974	0.742351068	0.690821281	0.251009856	0.001135381
266679_at	0	mle	1	22.05524862	0.075170806	9.638445268	-2.745837906	0.742080543	0.690496652	0.059243856	0.001141354
259937_s_at	1	mle	1	24.04819277	0.102891086	23.77666476	0.070943411	0.742088502	0.690506202	0.086333304	0.001141178
254626_at	0	yule-walker	1	21.81420765	0.043050794	10.77634848	-3.103930958	0.74207176	0.690486112	0.038562381	0.001141549
250007_at	0	yule-walker	2	"26.2631578947,20.1616161616"	"0.426175885951,0.40686490277"	"21.2573229626,5.44692007385"	-1.697483372	0.873714224	0.810571336	0.480721389	0.00114323
256792_at	1	default	1	24	0.227577081	14.48743498	2.490383698	0.741880501	0.690256601	0.219786924	0.001145787
250854_at	1	burg	1	23.07514451	0.120442935	14.32884258	2.381551099	0.741905023	0.690286027	0.103048184	0.001145243
267092_at	1	mle	1	22.94252874	0.231768078	9.085441922	-2.488196303	0.741932843	0.690319411	0.22084814	0.001144626
257313_at	1	yule-walker	1	23.07514451	0.169793748	8.831980741	-2.404880784	0.741776129	0.690131354	0.170152195	0.001148106
250755_at	0	mle	1	22.55367232	0.243952929	10.35700769	-2.885339364	0.741613383	0.68993606	0.201935986	0.001151728
247405_at	0	mle	1	22.30167598	0.08203336	11.32315732	3.093044091	0.741520101	0.689824121	0.075033504	0.001153809
248224_at	0	yule-walker	1	22.94252874	0.16588693	11.63594783	3.096491405	0.741486953	0.689784343	0.132781277	0.001154549
260789_s_at	0	mle	1	25.58974359	0.088071096	1.036551261	-0.254509922	0.7414433	0.68973196	0.087901675	0.001155524
262189_at	1	burg	1	23.20930233	0.196907569	17.64215137	1.507130228	0.741244959	0.689493951	0.180658107	0.001159963
252323_at	1	mle	1	23.48235294	0.329873982	8.969563403	-2.399990713	0.741248356	0.689498028	0.277945589	0.001159887
257756_at	0	mle	1	23.90419162	0.284183947	12.00640639	3.127317189	0.741219881	0.689463858	0.222894306	0.001160525
247498_at	0	mle	1	24.04819277	0.205784309	13.30927167	2.805808816	0.741237254	0.689484705	0.21671018	0.001160136
262223_at	0	burg	1	21.81420765	0.175191398	12.16425574	2.779492935	0.741071509	0.689285811	0.143115925	0.001163856
245831_at	1	default	1	24	0.15309728	2.685711472	-0.703117619	0.74104923	0.689259076	0.132787742	0.001164357
262028_at	1	yule-walker	1	23.07514451	0.518455786	22.93445131	0.03830968	0.741066399	0.689279679	0.462682451	0.001163971
266399_at	1	yule-walker	1	21.93406593	0.193457484	13.56204868	2.39823004	0.741004018	0.689204821	0.153197918	0.001165373
253974_at	0	mle	1	22.81142857	0.617540546	9.417020892	-2.593826473	0.740868474	0.689042169	0.455545695	0.001168426
249622_at	1	burg	1	22.42696629	0.37772909	1.245152629	-0.348844539	0.740885667	0.6890628	0.302573016	0.001168039
258882_at	1	burg	1	23.62130178	0.20989505	4.044370617	-1.075788721	0.740768319	0.688921983	0.178907733	0.001170686
266951_at	1	default	1	24	0.365506345	14.89061653	2.384831016	0.740530846	0.688637015	0.301773696	0.001176058
255403_at	0	mle	1	22.30167598	0.657995324	8.940669658	-2.518908637	0.740476296	0.688571555	0.445224083	0.001177295
255061_at	0	burg	1	23.48235294	0.215888804	2.39102392	-0.639767505	0.74030592	0.688367104	0.188758688	0.001181164
249762_at	0	yule-walker	1	22.05524862	0.256452939	19.68839041	0.674279805	0.740338115	0.688405738	0.214337241	0.001180432
247463_at	0	mle	1	22.55367232	0.726997085	0.619646811	-0.172626244	0.740333061	0.688399673	0.550533961	0.001180547
253496_at	1	mle	1	21.93406593	0.701609357	3.022823075	-0.86591139	0.74018747	0.688224964	0.478975733	0.00118386
263076_at	0	mle	1	23.20930233	0.109906451	9.753443116	-2.640436564	0.740187897	0.688225477	0.099576436	0.001183851
266215_at	0	mle	1	21.01052632	0.320796416	14.65350976	1.901061991	0.740169724	0.688203669	0.326553248	0.001184265
266358_at	0	mle	1	25.10691824	0.364281508	13.90361407	2.803706751	0.740031101	0.688037321	0.307754807	0.001187427
245044_at	1	yule-walker	1	24.49079755	0.145278629	14.40067698	2.588649763	0.739914493	0.687897392	0.12535274	0.001190093
267423_at	0	yule-walker	1	23.90419162	0.410414645	2.428866102	-0.638424258	0.739893866	0.68787264	0.340818789	0.001190565
249393_at	0	mle	1	23.07514451	0.253574835	11.34180753	-3.088287418	0.739895607	0.687874728	0.198171557	0.001190525
253335_at	0	yule-walker	1	25.75483871	0.237367414	12.0102711	-2.930041991	0.739807682	0.687769218	0.199711496	0.001192538
248719_at	1	mle	1	22.68181818	0.16615311	21.77748999	0.250511733	0.739701641	0.687641969	0.15181972	0.00119497
261613_at	1	mle	2	"24.6419753086,20.4717948718"	"0.858637973558,0.439563980723"	"12.0299441684,13.7415160514"	2.065651266	0.87229255	0.808438825	0.633056078	0.001194073
255766_at	0	mle	1	24.79503106	0.256109502	16.76677092	2.034401408	0.739727935	0.687673522	0.208112886	0.001194367
263442_at	1	yule-walker	1	25.75483871	0.12712815	12.37169238	-3.018214816	0.739642017	0.68757042	0.114019469	0.00119634
263955_at	1	yule-walker	1	23.20930233	0.253619253	17.38788617	1.575964498	0.739615362	0.687538434	0.219437821	0.001196952
264313_at	1	mle	1	21.34759358	0.115066188	1.717824828	-0.505603204	0.739518731	0.687422478	0.094301637	0.001199175
246069_at	0	mle	1	22.42696629	0.398642995	21.8605169	0.158697634	0.739359335	0.687231202	0.288677777	0.001202848
260354_at	0	yule-walker	1	26.61333333	0.102198208	8.069946373	-1.905246812	0.739377149	0.687252579	0.093871498	0.001202437
265724_at	0	yule-walker	2	"27.9160839161,20.7916666667"	"0.535833809574,0.509002415796"	"24.8827475461,10.3110189982"	-3.115961991	0.871965662	0.807948493	0.59662398	0.001205995
254492_at	1	mle	1	22.30167598	0.264937827	10.66949107	-3.00597989	0.739038084	0.6868457	0.219393333	0.001210279
266413_at	0	burg	1	23.34502924	0.30202596	2.245138672	-0.604266637	0.738924736	0.686709683	0.273467454	0.00121291
250955_at	0	burg	1	20.90052356	0.156701185	1.446748803	-0.434926465	0.738885118	0.686662142	0.142236268	0.001213831
259034_at	1	yule-walker	1	25.75483871	0.042991144	11.14028794	-2.717799722	0.738804715	0.686565658	0.038665096	0.001215701
256983_at	0	mle	1	22.94252874	0.307972298	19.78894023	0.863661594	0.738734378	0.686481253	0.24531629	0.001217338
263688_at	0	mle	1	24.04819277	0.32359176	6.589015711	-1.721543365	0.738660907	0.686393088	0.276470528	0.001219051
256156_at	0	mle	1	22.42696629	0.300972522	11.25086158	3.131120633	0.738658296	0.686389955	0.241899566	0.001219112
249395_at	0	mle	1	23.07514451	0.112028928	8.042570118	-2.189930311	0.738424007	0.686108809	0.093366092	0.001224586
266483_at	0	mle	1	22.68181818	0.357922598	15.88015067	1.884158361	0.738297679	0.685957215	0.281241375	0.001227546
260370_at	0	yule-walker	1	22.81142857	0.18129574	12.693095	2.786996205	0.73819566	0.685834792	0.154308608	0.001229941
261165_at	1	burg	1	23.20930233	0.123779451	16.44867364	1.830226614	0.738086532	0.685703839	0.109846753	0.001232506
247903_at	1	mle	1	22.68181818	0.647570149	8.903912869	-2.466510139	0.738109883	0.68573186	0.456362738	0.001231957
245593_at	0	yule-walker	1	25.92207792	0.301921006	24.2075334	0.415584005	0.737977205	0.685572646	0.243731143	0.001235081
263656_at	1	burg	1	23.34502924	0.10335405	4.464075645	-1.201481233	0.737879713	0.685455656	0.096008743	0.00123738
266476_at	0	burg	1	21.23404255	0.131818352	4.689249401	-1.38755599	0.737833623	0.685400347	0.127416497	0.001238469
251594_at	0	mle	1	21.81420765	0.305075554	0.094634606	-0.027257775	0.737697211	0.685236653	0.262980165	0.001241694
253247_at	1	mle	2	"27.156462585,21.4623655914"	"0.246819040885,0.260596940062"	"22.7191180634,2.05736506448"	-0.602301079	0.871009378	0.806514067	0.298693456	0.001241372
246919_at	0	mle	1	22.17777778	0.295000093	10.8831654	-3.083309141	0.73763624	0.685163488	0.286672836	0.001243138
252418_at	0	burg	1	23.90419162	0.152552665	4.022098713	-1.057203353	0.737619016	0.685142819	0.134066202	0.001243546
245215_at	0	mle	1	20.68393782	0.153089584	17.70305349	0.905506912	0.737533189	0.685039827	0.127898483	0.001245581
251977_at	0	mle	1	20.90052356	1.134381964	15.48752311	1.627274301	0.737425038	0.684910045	0.828773373	0.001248149
258176_at	0	mle	1	21.69565217	0.176733589	12.45944002	2.674860014	0.737333499	0.684800199	0.147129341	0.001250327
248092_at	1	yule-walker	1	27.53103448	0.086948412	21.96926176	1.269318399	0.737286215	0.684743458	0.089149944	0.001251452
264780_at	0	burg	1	22.81142857	0.043704189	9.217896437	-2.538979585	0.737187466	0.684624959	0.035192036	0.001253806
260362_at	0	mle	1	22.68181818	0.285258162	9.544523369	-2.643968332	0.737142049	0.684570459	0.224205914	0.00125489
258519_at	1	default	1	24	0.184345185	1.696686944	-0.444191603	0.737062289	0.684474746	0.157988722	0.001256795
263826_at	1	mle	1	21.93406593	0.132268201	10.56370977	-3.02605756	0.736969506	0.684363407	0.102405287	0.001259014
248678_at	0	mle	1	22.94252874	0.133303752	19.4518097	0.955990284	0.736644943	0.683973932	0.111082151	0.001266801
254859_at	0	yule-walker	1	25.10691824	0.092290698	12.18887534	-3.050352963	0.736569277	0.683883132	0.078007463	0.001268622
266125_at	1	mle	1	27.72222222	0.165861922	26.50315661	0.276298744	0.736495728	0.683794873	0.138738788	0.001270394
267461_at	0	mle	1	22.94252874	3.754995822	12.36633166	2.896463892	0.736443327	0.683731992	1.145169757	0.001271657
267299_at	1	mle	1	23.07514451	0.337132702	20.07626135	0.81657294	0.736384628	0.683661553	0.278255823	0.001273074
265121_at	1	burg	1	21.46236559	0.437302495	2.989771457	-0.875266429	0.736308987	0.683570784	0.395182031	0.001274902
247977_at	0	mle	1	22.42696629	0.448494869	0.202702485	-0.056789548	0.736042026	0.683250432	0.34586845	0.001281368
249010_at	1	mle	1	24.19393939	0.169246778	20.68321148	0.911738832	0.735972087	0.683166505	0.141783236	0.001283067
248560_at	0	burg	1	23.34502924	0.148753799	19.37082428	1.06963525	0.735939443	0.683127332	0.118059719	0.00128386
256525_at	1	mle	1	22.94252874	0.275683993	8.318468444	-2.27814812	0.73592628	0.683111537	0.230608596	0.00128418
245456_at	1	yule-walker	1	23.48235294	0.631932231	9.324462598	-2.494951274	0.735838869	0.683006642	0.414047217	0.001286307
248698_at	0	burg	1	21.01052632	0.125377181	16.85295649	1.243318764	0.735773748	0.682928498	0.104662806	0.001287893
251183_at	0	mle	1	21.57837838	0.202700098	12.90614717	2.525177507	0.735238509	0.68228621	0.171016273	0.00130099
248729_at	0	burg	1	20.57731959	0.390183426	1.457656437	-0.445088364	0.735023049	0.682027659	0.322366827	0.001306293
258475_at	1	default	1	24	0.148353815	14.612761	2.457573423	0.734938848	0.681926618	0.13870703	0.001308369
265722_at	0	burg	1	23.34502924	0.334431119	20.64680385	0.726212416	0.73485553	0.681826636	0.297544894	0.001310427
265032_at	1	mle	1	22.94252874	0.167054269	20.30322944	0.722815114	0.734868812	0.681842574	0.138209584	0.001310099
247721_at	0	yule-walker	1	22.30167598	0.23174509	9.206901152	-2.593915637	0.734714835	0.681657802	0.178215839	0.001313908
250613_at	0	yule-walker	1	22.94252874	0.281255539	1.414874921	-0.38748655	0.734773051	0.681727661	0.240588297	0.001312467
245601_at	1	burg	1	23.20930233	0.162587155	22.58078874	0.170150196	0.734713793	0.681656551	0.132587646	0.001313933
247080_at	0	mle	1	20.16161616	0.123687064	18.64710922	0.47198239	0.734694994	0.681633993	0.102469403	0.001314399
266448_s_at	1	mle	1	23.34502924	0.157761698	6.883983093	-1.852785918	0.734427723	0.681313268	0.125557258	0.001321033
267130_at	0	yule-walker	1	23.62130178	0.174546483	15.14338593	2.255096555	0.734274889	0.681129867	0.160064368	0.001324839
256336_at	1	burg	1	22.17777778	0.232990266	2.023370211	-0.573240931	0.734283406	0.681140088	0.241439548	0.001324626
262199_at	1	burg	1	24.04819277	0.257839111	15.11969851	2.332790013	0.734277424	0.681132909	0.237344071	0.001324775
248200_at	0	mle	1	23.90419162	0.214306391	2.096944986	-0.55117923	0.734226238	0.681071486	0.182180184	0.001326052
249306_at	0	yule-walker	1	24.64197531	0.202733676	24.13999284	0.127994968	0.734156457	0.680987749	0.172993808	0.001327794
254791_at	0	mle	1	22.05524862	0.187149942	21.08953817	0.275115362	0.733982559	0.680779071	0.15277755	0.001332142
255379_at	1	yule-walker	1	25.10691824	0.119294542	11.55976645	-2.892913979	0.73369076	0.680428912	0.102349591	0.001339464
248429_at	0	burg	1	21.57837838	0.394548062	20.79776328	0.227299255	0.733842613	0.680611136	0.332326801	0.00133565
259417_at	0	mle	1	22.94252874	1.204075457	6.677824134	-1.828830944	0.733896964	0.680676357	0.740772892	0.001334287
260580_at	1	default	1	24	0.273223562	13.98566612	2.621746479	0.733794323	0.680553188	0.251142631	0.001336862
263115_at	0	mle	1	21.81420765	0.464831378	0.358729123	-0.103325392	0.733806232	0.680567479	0.320983419	0.001336563
247783_at	0	burg	1	23.76190476	0.223945672	15.19012767	2.266571828	0.733699522	0.680439426	0.183415509	0.001339244
258033_at	0	default	1	24	0.290917057	19.59141449	1.154164989	0.733718749	0.680462499	0.231112552	0.001338761
248814_at	0	mle	1	21.01052632	0.173216301	4.042011927	-1.208761245	0.733832611	0.680599133	0.179708064	0.001335901
266442_at	1	burg	1	21.69565217	0.060514898	10.56765025	-3.060452124	0.73374314	0.680491768	0.056536217	0.001338148
264037_at	0	burg	1	23.34502924	0.160430881	2.039555383	-0.548935034	0.733655572	0.680386686	0.138968913	0.00134035
262877_at	0	burg	1	22.81142857	0.071020746	2.670635448	-0.735600463	0.733537519	0.680245023	0.060199649	0.001343323
246573_at	1	default	1	24	0.617573207	13.1258137	2.846855315	0.733443977	0.680132772	0.450529338	0.001345682
253205_at	0	mle	1	22.68181818	0.105180182	18.88395364	1.052062338	0.733477186	0.680172623	0.093869916	0.001344844
259476_at	1	yule-walker	1	24.34146341	0.146748413	2.69832735	-0.696510743	0.733463278	0.680155933	0.1295401	0.001345195
265471_at	1	default	1	24	0.781537599	12.07331601	3.122398567	0.733375447	0.680050536	0.735618853	0.001347413
249608_at	1	yule-walker	1	24.79503106	0.123400158	15.09212539	2.458764992	0.733204104	0.679844925	0.106053504	0.001351748
248461_s_at	0	mle	1	24.64197531	0.271715983	1.376329527	-0.350935075	0.733158623	0.679790348	0.232573393	0.001352901
250062_at	1	yule-walker	1	25.10691824	0.577262307	15.13336782	2.495952106	0.733144179	0.679773015	0.533633204	0.001353267
259788_at	0	burg	1	22.17777778	0.169468922	15.33599971	1.938343863	0.732853047	0.679423657	0.140783317	0.001360665
264508_at	0	mle	1	23.62130178	0.28892049	7.465219526	-1.985722806	0.73253728	0.679044736	0.252953032	0.001368725
246756_at	1	yule-walker	1	22.42696629	0.443992051	13.54637889	2.488003751	0.732371111	0.678845333	0.373752444	0.001372982
247801_at	0	burg	1	20.06030151	0.125364179	0.418133636	-0.130965685	0.732278546	0.678734255	0.09963326	0.001375358
263859_at	0	burg	1	22.94252874	0.171091023	14.89619758	2.203618889	0.732153599	0.678584318	0.149963776	0.001378571
251075_at	1	mle	1	23.20930233	0.274378328	19.70108749	0.949738326	0.732186139	0.678623367	0.217856072	0.001377734
259498_at	1	yule-walker	1	24.49079755	0.123026536	6.179402826	-1.585343759	0.732154056	0.678584867	0.106955717	0.001378559
251758_at	0	mle	1	23.90419162	0.150811692	7.993404285	-2.101055797	0.732172617	0.67860714	0.135636497	0.001378081
264774_at	0	burg	1	22.30167598	0.641867135	12.43145882	2.780795645	0.732251043	0.678701251	0.471936385	0.001376065
252527_at	0	burg	1	23.62130178	0.13642472	12.8377016	2.868400683	0.732121044	0.678545252	0.112641316	0.001379409
259672_at	0	burg	1	23.62130178	0.355101561	14.34287884	2.468028698	0.732003288	0.678403945	0.272881629	0.001382443
